maxord,nonlin_conv_coef,max_conv_fails,fixedpointvecs,eta_cf,eta_max_fx,eta_min_fx,eta_max_gs,eta_min,eta_min_ef,runtime
3,0.158904,30,9,0.321236,12.734259,11.478646,14.376491,0.535619,0.732757,274.01168
2,0.338902,20,10,0.141238,8.734261,7.478648,11.742958,0.48029,0.552759,100000000.0
3,0.387895,17,10,0.388897,10.208261,8.534494,11.742958,0.48029,0.261564,256.046594
3,0.207897,17,11,0.258574,10.015052,7.357062,14.847533,0.438958,0.441562,225.539915
2,0.358953,14,11,0.2735,10.61269,9.121654,6.791563,0.563887,0.472939,277.078857
2,0.285258,16,10,0.263275,8.300649,6.942522,7.551199,0.431444,0.547621,272.967439
2,0.1884,18,11,0.367307,8.894275,8.000225,15.547199,0.450982,0.616526,342.027198
3,0.250535,28,6,0.341197,10.247192,8.992415,4.491823,0.420731,0.731269,304.426156
3,0.1884,9,9,0.224188,8.37952,7.204224,7.551199,0.481952,0.463192,276.503699
3,0.196538,36,8,0.521195,10.265232,4.992417,8.489823,0.467565,0.668019,257.462052
3,0.221823,18,10,0.347725,9.059042,6.384569,8.685642,0.481952,0.397567,278.052318
2,0.401821,14,10,0.337423,7.583294,7.225495,9.041445,0.540094,0.577565,280.32609
2,0.123758,13,11,0.339421,9.434037,7.225495,3.906713,0.540094,0.67107,100000000.0
1,0.623587,13,10,0.338625,8.276716,5.23656,16.327162,0.740918,0.347017,253.451301
3,0.164908,20,6,0.462751,9.482805,7.478648,15.436358,0.348482,0.766414,275.744844
3,0.344906,29,10,0.430537,13.482803,7.829318,11.438358,0.301553,0.856451,286.2295
2,0.306757,17,9,0.584489,6.864366,6.423672,1.341761,0.499553,0.429104,280.061275
2,0.272723,15,10,0.306137,7.331205,4.957452,9.337761,0.682463,0.509502,272.046416
3,0.176854,15,12,0.486135,8.167935,7.562566,13.335761,0.873706,0.461157,260.910056
3,0.594727,15,10,0.258241,17.458735,8.992408,14.167643,0.856496,0.720356,246.104197
2,0.648465,40,12,0.537726,9.788131,2.330465,12.100484,0.434225,0.603713,311.192631
2,0.582554,24,14,0.273316,15.50758,8.360258,8.977814,0.599484,0.597098,293.650511
3,0.209579,14,12,0.306137,9.408331,8.666522,9.337761,0.675706,0.541689,276.80925
3,0.285309,25,14,0.445234,11.13882,4.393717,8.914316,0.355546,0.493828,273.371225
3,0.888477,33,11,0.665232,10.411745,6.503666,11.104477,0.906999,0.539584,283.39338
3,0.30512,37,5,0.360636,8.913859,6.70985,7.845487,0.21964,0.476623,268.402884
3,0.494059,16,13,0.637403,12.6412,6.142181,14.913637,0.635818,0.378625,214.183412
3,0.518882,34,10,0.668003,11.056945,8.914568,15.132024,0.588894,0.710316,276.953101
3,0.318152,27,9,0.47308,10.269076,8.992415,12.487823,0.396429,0.742744,274.448034
2,0.234728,27,4,0.269185,10.327964,6.912463,14.118159,0.569062,0.659069,274.565439
3,0.414726,29,6,0.449183,10.475874,3.833393,10.15461,0.493671,0.726659,272.405157
3,0.485561,32,5,0.722551,12.443442,4.915591,17.217382,0.552141,0.734105,263.702225
3,0.445047,32,11,0.537023,11.518912,5.725526,7.136024,0.443211,0.810571,257.380549
3,0.226851,15,8,0.616015,11.98002,7.302506,2.291594,0.443211,0.612693,278.984065
3,0.478362,13,10,0.670403,8.118138,6.9583,9.912385,0.864008,0.655671,277.971679
2,0.298364,12,10,0.490405,7.631198,6.50342,9.398833,0.666008,0.475673,278.828424
3,0.298364,8,9,0.340017,9.199861,8.374466,9.398833,0.592779,0.58961,270.619913
2,0.415873,14,9,0.520015,8.627455,8.248367,11.976113,0.394779,0.474022,248.750042
3,0.427013,19,12,0.490534,9.590971,7.302506,10.287594,0.535143,0.787272,391.002121
2,0.464219,10,10,0.661064,6.54876,6.314405,16.407568,0.742344,0.410642,277.480009
3,0.341293,6,20,0.361282,14.041672,8.902883,10.041127,0.710109,0.337102,261.100316
2,0.333406,20,10,0.38573,9.303124,8.320316,9.474693,0.538624,0.539277,291.951604
3,0.238545,18,10,0.554679,12.518171,9.688219,5.476693,0.340624,0.577764,272.78193
2,0.294173,18,11,0.520552,8.518173,8.356426,9.474693,0.538624,0.624419,269.556628
2,0.247015,18,11,0.656318,12.448059,6.209578,7.873193,0.355986,0.719715,279.738236
3,0.411414,22,9,0.47632,12.025751,10.209576,8.742484,0.283723,0.666345,266.628612
3,0.231416,26,10,0.504062,12.322606,10.146143,4.744484,0.481723,0.778156,100000000.0
2,0.311422,16,10,0.510057,10.534931,6.146145,8.742484,0.423235,0.71486,265.105557
3,0.359362,20,6,0.525963,13.883596,10.146143,12.740484,0.338875,0.625073,271.962503
3,0.366955,25,7,0.598021,15.829206,9.767972,9.53052,0.676487,0.750967,278.783847
3,0.474171,17,9,0.340554,9.481982,4.356428,9.496047,0.582444,0.593339,281.893028
3,0.110924,16,9,0.578536,12.285135,9.186727,12.740484,0.338871,0.73385,233.714182
3,0.290922,25,8,0.398538,9.710921,8.792406,8.742484,0.402288,0.63875,273.224666
3,0.171797,21,11,0.578536,11.017738,9.918673,12.740484,0.487198,0.793405,261.199738
2,0.177251,20,9,0.42016,15.017736,7.568054,12.889851,0.38677,0.655352,268.573472
3,0.357249,24,10,0.600158,13.909348,11.568052,16.887851,0.341213,0.694131,260.97219
2,0.158886,15,13,0.308007,9.673786,7.459246,16.316279,0.369951,0.523814,278.241633
3,0.537247,20,11,0.42016,9.90935,7.568054,12.889851,0.539213,0.70587,263.905612
3,0.357249,19,11,0.45801,11.44596,3.568056,15.963544,0.521114,0.670357,279.149962
3,0.250588,26,7,0.638008,11.8423,7.568054,17.575569,0.33367,0.72511,271.574665
3,0.430586,23,7,0.721673,12.58023,10.468853,13.577569,0.447228,0.730565,265.041316
3,0.250588,21,10,0.625586,14.560788,7.254621,15.521035,0.377574,0.726089,271.513323
3,0.430586,22,9,0.636484,11.014711,3.716675,11.523035,0.559822,0.716325,270.219503
3,0.508104,26,8,0.740069,13.45505,5.765001,17.169717,0.488327,0.732687,254.243211
3,0.226851,22,8,0.616015,11.98002,6.919179,2.2817,0.443211,0.828536,100000000.0
2,0.259171,32,10,0.436017,13.045623,5.937255,1.882594,0.466359,0.648538,281.571221
3,0.439169,34,9,0.491623,13.428454,9.083281,5.880594,0.513233,0.828536,292.090493
2,0.294173,19,11,0.520552,9.975031,8.356426,13.494047,0.780444,0.584168,325.331627
3,0.474171,19,11,0.70055,9.035474,6.243175,11.224202,0.582444,0.673724,268.583114
2,0.478256,16,10,0.520552,9.632219,9.554725,7.226202,0.384444,0.627782,276.005796
3,0.362803,18,10,0.576058,10.998383,6.473719,2.852056,0.492564,0.60898,286.191762
2,0.479069,18,11,0.756056,8.482045,3.656564,6.850056,0.600892,0.627177,283.410481
2,0.355281,17,11,0.576058,10.065035,7.247025,8.777374,0.581439,0.640774,267.57775
3,0.188911,21,9,0.576058,9.058391,7.455189,12.991792,0.581439,0.607927,297.08069
2,0.199776,16,11,0.756056,10.916212,6.45802,12.366431,0.420565,0.618115,322.137936
3,0.379774,17,11,0.587599,7.90125,5.517545,11.370249,0.481615,0.667608,279.244079
2,0.577489,19,9,0.784568,10.548758,5.220601,15.965538,0.705486,0.59064,265.341894
3,0.299851,29,9,0.204217,10.993979,7.829318,11.507103,0.617623,0.719275,274.167881
3,0.17954,16,12,0.305938,9.904338,7.464803,10.783017,0.569002,0.658569,261.501659
2,0.370915,18,11,0.373224,9.718725,6.504411,18.779017,0.361529,0.552902,278.347129
3,0.413438,24,12,0.232452,10.032958,8.123722,14.781017,0.299607,0.527528,274.818786
3,0.493917,21,14,0.636612,9.627477,8.823249,10.249098,0.546351,0.728194,277.435917
2,0.641526,28,13,0.60457,9.915335,8.002823,17.015274,0.658331,0.545924,282.608115
3,0.130647,20,5,0.384215,14.993977,9.666471,7.509103,0.419623,0.653442,257.875657
1,0.613101,36,15,0.657001,13.571997,2.880916,15.132024,0.755198,0.896267,271.242276
3,0.473955,35,3,0.893537,14.503165,3.586655,18.403777,0.648395,0.707795,276.091209
2,0.310645,12,9,0.387561,10.993979,7.596561,11.507103,0.617623,0.744244,278.9197
1,0.490643,19,13,0.462282,6.993981,6.12997,7.509103,0.419623,0.682433,100000000.0
3,0.273212,14,15,0.276801,8.272422,6.036973,14.80472,0.689208,0.673532,275.35143
2,0.328398,14,11,0.338629,9.016074,8.479665,8.819366,0.366779,0.664697,278.000722
3,0.328398,16,11,0.40822,8.750772,7.920006,5.837888,0.366779,0.727006,299.385787
3,0.176089,20,15,0.391526,9.343292,8.111236,5.734902,0.595513,0.68243,292.291973
3,0.356087,18,16,0.392532,8.629941,8.531846,5.86388,0.397513,0.674513,100000000.0
2,0.561035,19,17,0.58254,8.065574,5.377378,16.561467,0.611718,0.725922,278.987981
3,0.302252,25,5,0.459367,10.993979,7.458042,11.507103,0.617623,0.83344,279.762168
2,0.302252,24,13,0.459367,11.237239,6.736403,8.717259,0.468592,0.542605,269.142418
3,0.122254,28,13,0.639365,14.430849,10.736401,11.039877,0.615607,0.722603,267.985031
2,0.302252,19,9,0.459367,10.430851,8.451193,14.505102,0.655956,0.590027,310.92765
3,0.48225,28,13,0.639365,9.331981,4.451195,10.507102,0.686042,0.498157,100000000.0
3,0.445067,32,11,0.537043,11.519082,5.725526,7.136024,0.443211,0.810566,260.072731
3,0.302252,19,13,0.680467,12.246243,3.165037,6.509102,0.488042,0.477047,280.271819
3,0.125244,23,11,0.290628,11.310023,8.550123,15.465961,0.38012,0.676513,284.55814
3,0.482099,22,7,0.528777,7.518914,6.054288,8.956953,0.405558,0.630573,100000000.0
